Source_Article_ID,Target_Article_ID,Relationship_Type,Strength,Method,Reason,People_Connection,Org_Connection
ART-0003,ART-0394,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0003,ART-0395,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0003,ART-0406,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0003,ART-0415,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0003,ART-0417,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0003,ART-0425,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0004,ART-0016,"shared_person, same_category, temporal_proximity",0.586,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",elon musk,
ART-0004,ART-0024,"shared_person, temporal_proximity",0.371,deterministic,"Deterministic match: shared_person, temporal_proximity",elon musk,
ART-0004,ART-0026,"shared_person, same_category, temporal_proximity",0.543,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",elon musk,
ART-0004,ART-0030,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",elon musk,
ART-0004,ART-0040,content_similarity,0.637,embedding,Content similarity: 0.637,,
ART-0004,ART-0046,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0047,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0050,content_similarity,0.640,embedding,Content similarity: 0.640,,
ART-0004,ART-0054,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",elon musk,
ART-0004,ART-0056,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0059,content_similarity,0.730,embedding,Content similarity: 0.730,,
ART-0004,ART-0064,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0070,content_similarity,0.622,embedding,Content similarity: 0.622,,
ART-0004,ART-0071,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0093,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0099,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0100,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0004,ART-0105,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",elon musk,
ART-0004,ART-0112,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,department of government efficiency (doge)
ART-0004,ART-0118,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",elon musk,
ART-0004,ART-0126,thematic_link,0.700,gpt_cluster,Both articles discuss Musk's involvement with the Department of Government Efficiency (DOGE) and the implications of his actions on government programs and organizations.,,
ART-0004,ART-0142,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0150,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",elon musk,
ART-0004,ART-0159,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0177,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0185,causes_chain,0.800,gpt_cluster,"Musk's warning about Social Security fraud may have led to increased scrutiny and disruptions at the Social Security Administration, resulting in website crashes.",,
ART-0004,ART-0207,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0004,ART-0219,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0250,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0253,shared_person,0.300,deterministic,Deterministic match: shared_person,elon musk,
ART-0004,ART-0287,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,treasury department
ART-0004,ART-0368,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,treasury department
ART-0005,ART-0018,"shared_person, temporal_proximity",0.371,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0005,ART-0019,"shared_person, temporal_proximity",0.371,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0005,ART-0021,thematic_link,0.800,gpt_cluster,"Both articles discuss the impact of Trump's policies on diversity, equity, and inclusion (DEI) initiatives in education.",,
ART-0005,ART-0023,"shared_person, temporal_proximity",0.371,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0005,ART-0026,"shared_person, temporal_proximity",0.343,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0005,ART-0027,"shared_person, same_category, temporal_proximity",0.586,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0005,ART-0031,"same_category, tag_overlap, temporal_proximity",0.343,deterministic,"Deterministic match: same_category, tag_overlap, temporal_proximity",,
ART-0005,ART-0032,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0005,ART-0035,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0005,ART-0037,"tag_overlap, temporal_proximity",0.100,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0005,ART-0038,"shared_person, same_category, temporal_proximity",0.500,deterministic,"Deterministic match: shared_person, same_category, temporal_proximity",donald trump,
ART-0005,ART-0039,"same_category, temporal_proximity",0.214,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0005,ART-0042,"shared_person, tag_overlap, temporal_proximity",0.400,deterministic,"Deterministic match: shared_person, tag_overlap, temporal_proximity",donald trump,
ART-0005,ART-0044,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0045,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0046,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0048,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0049,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0051,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0005,ART-0052,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0053,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0057,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0005,ART-0058,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0060,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0062,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0063,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0005,ART-0064,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0066,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0071,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0072,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0075,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0077,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0005,ART-0078,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0080,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0081,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0083,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0085,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0086,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0005,ART-0087,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0088,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0089,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0090,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0092,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0093,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0095,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0096,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0097,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0099,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0100,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0101,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0103,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0104,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0110,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0112,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0113,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0114,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0116,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0117,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0119,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0120,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0123,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0124,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0125,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0005,ART-0126,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0127,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0128,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0005,ART-0129,"shared_person, same_category, tag_overlap",0.700,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0005,ART-0130,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0005,ART-0131,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0132,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0133,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0134,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0138,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0140,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0142,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0143,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0005,ART-0145,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0146,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0005,ART-0148,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0005,ART-0149,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0005,ART-0152,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
